dhb,report_date,age_group,count
Canterbury,2022-03-13,20 to 29,349
Canterbury,2022-03-13,30 to 39,333
Canterbury,2022-03-13,40 to 49,265
Canterbury,2022-03-13,50 to 59,187
Canterbury,2022-03-13,60 to 69,84
Canterbury,2022-03-13,70 to 79,30
Canterbury,2022-03-13,80 to 89,8
Canterbury,2022-03-14,0 to 9,342
Canterbury,2022-03-14,10 to 19,602
Canterbury,2022-03-14,20 to 29,493
Canterbury,2022-03-14,30 to 39,455
Canterbury,2022-03-14,40 to 49,364
Canterbury,2022-03-14,50 to 59,229
Canterbury,2022-03-14,60 to 69,125
Canterbury,2022-03-14,70 to 79,47
Canterbury,2022-03-14,80 to 89,13
Canterbury,2022-03-14,90+,3
Canterbury,2022-03-15,0 to 9,257
Canterbury,2022-03-15,10 to 19,471
Canterbury,2022-03-15,20 to 29,484
Canterbury,2022-03-15,30 to 39,400
Canterbury,2022-03-15,40 to 49,355
Canterbury,2022-03-15,50 to 59,219
Canterbury,2022-03-15,60 to 69,91
Canterbury,2022-03-15,70 to 79,33
Canterbury,2022-03-15,80 to 89,12
Canterbury,2022-03-15,90+,9
Capital and Coast,2020-03-14,60 to 69,1
Capital and Coast,2020-03-16,30 to 39,1
Capital and Coast,2020-03-16,70 to 79,1
Capital and Coast,2020-03-17,40 to 49,1
Capital and Coast,2020-03-18,50 to 59,1
Capital and Coast,2020-03-19,30 to 39,1
Capital and Coast,2020-03-19,60 to 69,1
Capital and Coast,2020-03-21,60 to 69,1
Capital and Coast,2020-03-22,20 to 29,2
Capital and Coast,2020-03-22,40 to 49,2
Capital and Coast,2020-03-22,50 to 59,1
Capital and Coast,2020-03-22,60 to 69,2
Capital and Coast,2020-03-23,30 to 39,1
Capital and Coast,2020-03-23,50 to 59,3
Capital and Coast,2020-03-23,60 to 69,3
Capital and Coast,2020-03-23,70 to 79,2
Capital and Coast,2020-03-24,20 to 29,1
Capital and Coast,2020-03-24,30 to 39,2
Capital and Coast,2020-03-24,40 to 49,1
Capital and Coast,2020-03-24,50 to 59,3
Capital and Coast,2020-03-24,60 to 69,3
Capital and Coast,2020-03-25,20 to 29,2
Capital and Coast,2020-03-25,30 to 39,1
Capital and Coast,2020-03-25,50 to 59,1
Capital and Coast,2020-03-26,20 to 29,1
Capital and Coast,2020-03-26,40 to 49,1
Capital and Coast,2020-03-26,50 to 59,1
Capital and Coast,2020-03-27,20 to 29,1
Capital and Coast,2020-03-27,50 to 59,2
Capital and Coast,2020-03-28,10 to 19,1
Capital and Coast,2020-03-28,20 to 29,2
Capital and Coast,2020-03-28,40 to 49,1
Capital and Coast,2020-03-28,50 to 59,1
Capital and Coast,2020-03-29,20 to 29,3
Capital and Coast,2020-03-29,30 to 39,3
Capital and Coast,2020-03-29,40 to 49,1
Capital and Coast,2020-03-29,80 to 89,1
Capital and Coast,2020-03-30,10 to 19,1
Capital and Coast,2020-03-31,10 to 19,1
Capital and Coast,2020-03-31,60 to 69,1
Capital and Coast,2020-04-01,30 to 39,2
Capital and Coast,2020-04-01,40 to 49,1
Capital and Coast,2020-04-02,20 to 29,2
Capital and Coast,2020-04-02,30 to 39,1
Capital and Coast,2020-04-02,40 to 49,1
Capital and Coast,2020-04-03,10 to 19,1
Capital and Coast,2020-04-03,30 to 39,3
Capital and Coast,2020-04-03,50 to 59,1
Capital and Coast,2020-04-03,60 to 69,1
Capital and Coast,2020-04-04,0 to 9,1
Capital and Coast,2020-04-04,20 to 29,1
Capital and Coast,2020-04-04,30 to 39,1
Capital and Coast,2020-04-04,50 to 59,2
Capital and Coast,2020-04-04,60 to 69,1
Capital and Coast,2020-04-06,0 to 9,1
Capital and Coast,2020-04-06,50 to 59,1
Capital and Coast,2020-04-08,20 to 29,1
Capital and Coast,2020-04-08,40 to 49,2
Capital and Coast,2020-04-09,10 to 19,1
Capital and Coast,2020-04-09,40 to 49,1
Capital and Coast,2020-04-12,10 to 19,1
Capital and Coast,2020-04-12,50 to 59,1
Capital and Coast,2020-04-15,40 to 49,1
Capital and Coast,2020-04-15,50 to 59,1
Capital and Coast,2020-04-15,60 to 69,1
Capital and Coast,2020-04-16,30 to 39,1
Capital and Coast,2020-04-17,30 to 39,1
Capital and Coast,2020-04-20,20 to 29,1
Capital and Coast,2020-04-20,30 to 39,1
Capital and Coast,2020-11-11,40 to 49,1
Capital and Coast,2021-08-20,10 to 19,1
Capital and Coast,2021-08-20,20 to 29,2
Capital and Coast,2021-08-20,50 to 59,1
Capital and Coast,2021-08-21,50 to 59,2
Capital and Coast,2021-08-22,10 to 19,1
Capital and Coast,2021-08-22,20 to 29,3
Capital and Coast,2021-08-22,60 to 69,1
Capital and Coast,2021-08-24,20 to 29,1
Capital and Coast,2021-08-25,50 to 59,1
Capital and Coast,2021-08-25,70 to 79,1
Capital and Coast,2021-08-28,10 to 19,1
Capital and Coast,2021-08-31,10 to 19,1
Capital and Coast,2021-09-02,10 to 19,1
Capital and Coast,2021-11-19,70 to 79,1
Capital and Coast,2022-01-08,20 to 29,1
Capital and Coast,2022-01-09,20 to 29,1
Capital and Coast,2022-01-10,30 to 39,1
Capital and Coast,2022-01-11,10 to 19,1
Capital and Coast,2022-01-15,20 to 29,1
Capital and Coast,2022-01-17,20 to 29,1
Capital and Coast,2022-01-25,50 to 59,1
Capital and Coast,2022-01-29,40 to 49,1
Capital and Coast,2022-01-30,40 to 49,1
Capital and Coast,2022-02-02,10 to 19,1
Capital and Coast,2022-02-02,40 to 49,1
Capital and Coast,2022-02-02,50 to 59,2
Capital and Coast,2022-02-03,10 to 19,1
Capital and Coast,2022-02-03,50 to 59,1
Capital and Coast,2022-02-05,0 to 9,1
Capital and Coast,2022-02-05,10 to 19,1
Capital and Coast,2022-02-05,30 to 39,3
Capital and Coast,2022-02-05,50 to 59,1
Capital and Coast,2022-02-07,0 to 9,1
Capital and Coast,2022-02-07,20 to 29,1
Capital and Coast,2022-02-07,50 to 59,1
Capital and Coast,2022-02-07,60 to 69,1
Capital and Coast,2022-02-08,10 to 19,1
Capital and Coast,2022-02-08,40 to 49,1
Capital and Coast,2022-02-08,70 to 79,1
Capital and Coast,2022-02-09,20 to 29,1
Capital and Coast,2022-02-09,30 to 39,2
Capital and Coast,2022-02-09,50 to 59,1
Capital and Coast,2022-02-10,40 to 49,2
Capital and Coast,2022-02-10,50 to 59,1
Capital and Coast,2022-02-10,80 to 89,1
Capital and Coast,2022-02-11,20 to 29,2
Capital and Coast,2022-02-11,30 to 39,2
Capital and Coast,2022-02-12,0 to 9,2
Capital and Coast,2022-02-12,10 to 19,3
Capital and Coast,2022-02-12,20 to 29,2
Capital and Coast,2022-02-12,30 to 39,6
Capital and Coast,2022-02-12,40 to 49,1
Capital and Coast,2022-02-12,60 to 69,1
Capital and Coast,2022-02-13,10 to 19,2
Capital and Coast,2022-02-13,20 to 29,1
Capital and Coast,2022-02-13,30 to 39,1
Capital and Coast,2022-02-14,10 to 19,1
Capital and Coast,2022-02-14,20 to 29,2
Capital and Coast,2022-02-14,30 to 39,2
Capital and Coast,2022-02-15,0 to 9,1
Capital and Coast,2022-02-15,10 to 19,15
Capital and Coast,2022-02-15,20 to 29,12
Capital and Coast,2022-02-15,30 to 39,3
Capital and Coast,2022-02-15,40 to 49,2
Capital and Coast,2022-02-16,0 to 9,2
Capital and Coast,2022-02-16,10 to 19,3
Capital and Coast,2022-02-16,20 to 29,8
Capital and Coast,2022-02-16,30 to 39,4
Capital and Coast,2022-02-16,40 to 49,2
Capital and Coast,2022-02-16,50 to 59,1
Capital and Coast,2022-02-17,0 to 9,2
Capital and Coast,2022-02-17,10 to 19,4
Capital and Coast,2022-02-17,20 to 29,17
Capital and Coast,2022-02-17,30 to 39,6
Capital and Coast,2022-02-17,40 to 49,5
Capital and Coast,2022-02-17,50 to 59,2
Capital and Coast,2022-02-17,60 to 69,2
Capital and Coast,2022-02-18,0 to 9,2
Capital and Coast,2022-02-18,10 to 19,4
Capital and Coast,2022-02-18,20 to 29,12
Capital and Coast,2022-02-18,30 to 39,9
Capital and Coast,2022-02-18,40 to 49,2
Capital and Coast,2022-02-18,60 to 69,1
Capital and Coast,2022-02-19,0 to 9,6
Capital and Coast,2022-02-19,10 to 19,9
Capital and Coast,2022-02-19,20 to 29,18
Capital and Coast,2022-02-19,30 to 39,7
Capital and Coast,2022-02-19,40 to 49,5
Capital and Coast,2022-02-19,50 to 59,1
Capital and Coast,2022-02-20,0 to 9,4
Capital and Coast,2022-02-20,10 to 19,20
Capital and Coast,2022-02-20,20 to 29,25
Capital and Coast,2022-02-20,30 to 39,13
Capital and Coast,2022-02-20,40 to 49,9
Capital and Coast,2022-02-20,50 to 59,9
Capital and Coast,2022-02-20,70 to 79,1
Capital and Coast,2022-02-20,80 to 89,2
Capital and Coast,2022-02-21,0 to 9,4
Capital and Coast,2022-02-21,10 to 19,27
Capital and Coast,2022-02-21,20 to 29,44
Capital and Coast,2022-02-21,30 to 39,17
Capital and Coast,2022-02-21,40 to 49,14
Capital and Coast,2022-02-21,50 to 59,6
Capital and Coast,2022-02-21,60 to 69,2
Capital and Coast,2022-02-21,70 to 79,3
Capital and Coast,2022-02-22,0 to 9,16
Capital and Coast,2022-02-22,10 to 19,86
Capital and Coast,2022-02-22,20 to 29,102
Capital and Coast,2022-02-22,30 to 39,57
Capital and Coast,2022-02-22,40 to 49,25
Capital and Coast,2022-02-22,50 to 59,22
Capital and Coast,2022-02-22,60 to 69,7
Capital and Coast,2022-02-22,70 to 79,1
Capital and Coast,2022-02-23,0 to 9,17
Capital and Coast,2022-02-23,10 to 19,75
Capital and Coast,2022-02-23,20 to 29,114
Capital and Coast,2022-02-23,30 to 39,40
Capital and Coast,2022-02-23,40 to 49,31
Capital and Coast,2022-02-23,50 to 59,14
Capital and Coast,2022-02-23,60 to 69,9
Capital and Coast,2022-02-23,70 to 79,4
Capital and Coast,2022-02-23,80 to 89,1
Capital and Coast,2022-02-24,0 to 9,27
Capital and Coast,2022-02-24,10 to 19,104
Capital and Coast,2022-02-24,20 to 29,145
Capital and Coast,2022-02-24,30 to 39,69
Capital and Coast,2022-02-24,40 to 49,25
Capital and Coast,2022-02-24,50 to 59,29
Capital and Coast,2022-02-24,60 to 69,6
Capital and Coast,2022-02-24,70 to 79,8
Capital and Coast,2022-02-24,80 to 89,1
Capital and Coast,2022-02-25,0 to 9,21
Capital and Coast,2022-02-25,10 to 19,127
Capital and Coast,2022-02-25,20 to 29,117
Capital and Coast,2022-02-25,30 to 39,53
Capital and Coast,2022-02-25,40 to 49,35
Capital and Coast,2022-02-25,50 to 59,23
Capital and Coast,2022-02-25,60 to 69,13
Capital and Coast,2022-02-25,70 to 79,4
Capital and Coast,2022-02-25,80 to 89,2
Capital and Coast,2022-02-26,0 to 9,24
Capital and Coast,2022-02-26,10 to 19,187
Capital and Coast,2022-02-26,20 to 29,95
Capital and Coast,2022-02-26,30 to 39,48
Capital and Coast,2022-02-26,40 to 49,16
Capital and Coast,2022-02-26,50 to 59,13
Capital and Coast,2022-02-26,60 to 69,8
Capital and Coast,2022-02-26,70 to 79,5
Capital and Coast,2022-02-26,80 to 89,1
Capital and Coast,2022-02-27,0 to 9,17
Capital and Coast,2022-02-27,10 to 19,193
Capital and Coast,2022-02-27,20 to 29,173
Capital and Coast,2022-02-27,30 to 39,78
Capital and Coast,2022-02-27,40 to 49,39
Capital and Coast,2022-02-27,50 to 59,26
Capital and Coast,2022-02-27,60 to 69,14
Capital and Coast,2022-02-27,70 to 79,4
Capital and Coast,2022-02-28,0 to 9,37
Capital and Coast,2022-02-28,10 to 19,256
Capital and Coast,2022-02-28,20 to 29,334
Capital and Coast,2022-02-28,30 to 39,107
Capital and Coast,2022-02-28,40 to 49,76
Capital and Coast,2022-02-28,50 to 59,39
Capital and Coast,2022-02-28,60 to 69,19
Capital and Coast,2022-02-28,70 to 79,6
Capital and Coast,2022-03-01,0 to 9,54
Capital and Coast,2022-03-01,10 to 19,259
Capital and Coast,2022-03-01,20 to 29,544
Capital and Coast,2022-03-01,30 to 39,186
Capital and Coast,2022-03-01,40 to 49,80
Capital and Coast,2022-03-01,50 to 59,58
Capital and Coast,2022-03-01,60 to 69,37
Capital and Coast,2022-03-01,70 to 79,15
Capital and Coast,2022-03-01,80 to 89,2
Capital and Coast,2022-03-01,90+,1
Capital and Coast,2022-03-02,0 to 9,56
Capital and Coast,2022-03-02,10 to 19,260
Capital and Coast,2022-03-02,20 to 29,628
Capital and Coast,2022-03-02,30 to 39,221
Capital and Coast,2022-03-02,40 to 49,120
Capital and Coast,2022-03-02,50 to 59,82
Capital and Coast,2022-03-02,60 to 69,33
Capital and Coast,2022-03-02,70 to 79,9
Capital and Coast,2022-03-02,80 to 89,4
Capital and Coast,2022-03-02,90+,1
Capital and Coast,2022-03-03,0 to 9,66
Capital and Coast,2022-03-03,10 to 19,205
Capital and Coast,2022-03-03,20 to 29,539
Capital and Coast,2022-03-03,30 to 39,204
Capital and Coast,2022-03-03,40 to 49,128
Capital and Coast,2022-03-03,50 to 59,85
Capital and Coast,2022-03-03,60 to 69,49
Capital and Coast,2022-03-03,70 to 79,10
Capital and Coast,2022-03-03,80 to 89,3
Capital and Coast,2022-03-04,0 to 9,76
Capital and Coast,2022-03-04,10 to 19,239
Capital and Coast,2022-03-04,20 to 29,467
Capital and Coast,2022-03-04,30 to 39,215
Capital and Coast,2022-03-04,40 to 49,137
Capital and Coast,2022-03-04,50 to 59,111
Capital and Coast,2022-03-04,60 to 69,49
Capital and Coast,2022-03-04,70 to 79,10
Capital and Coast,2022-03-04,80 to 89,7
Capital and Coast,2022-03-04,90+,1
Capital and Coast,2022-03-05,0 to 9,94
Capital and Coast,2022-03-05,10 to 19,243
Capital and Coast,2022-03-05,20 to 29,363
Capital and Coast,2022-03-05,30 to 39,204
Capital and Coast,2022-03-05,40 to 49,142
Capital and Coast,2022-03-05,50 to 59,112
Capital and Coast,2022-03-05,60 to 69,46
Capital and Coast,2022-03-05,70 to 79,20
Capital and Coast,2022-03-05,80 to 89,4
Capital and Coast,2022-03-06,0 to 9,98
Capital and Coast,2022-03-06,10 to 19,269
Capital and Coast,2022-03-06,20 to 29,433
Capital and Coast,2022-03-06,30 to 39,246
Capital and Coast,2022-03-06,40 to 49,171
Capital and Coast,2022-03-06,50 to 59,125
Capital and Coast,2022-03-06,60 to 69,42
Capital and Coast,2022-03-06,70 to 79,17
Capital and Coast,2022-03-06,80 to 89,3
Capital and Coast,2022-03-06,90+,1
Capital and Coast,2022-03-07,0 to 9,130
Capital and Coast,2022-03-07,10 to 19,378
Capital and Coast,2022-03-07,20 to 29,492
Capital and Coast,2022-03-07,30 to 39,322
Capital and Coast,2022-03-07,40 to 49,227
Capital and Coast,2022-03-07,50 to 59,168
Capital and Coast,2022-03-07,60 to 69,86
Capital and Coast,2022-03-07,70 to 79,31
Capital and Coast,2022-03-07,80 to 89,7
Capital and Coast,2022-03-08,0 to 9,133
Capital and Coast,2022-03-08,10 to 19,361
Capital and Coast,2022-03-08,20 to 29,544
Capital and Coast,2022-03-08,30 to 39,354
Capital and Coast,2022-03-08,40 to 49,244
Capital and Coast,2022-03-08,50 to 59,171
Capital and Coast,2022-03-08,60 to 69,78
Capital and Coast,2022-03-08,70 to 79,28
Capital and Coast,2022-03-08,80 to 89,8
Capital and Coast,2022-03-08,90+,1
Capital and Coast,2022-03-09,0 to 9,132
Capital and Coast,2022-03-09,10 to 19,330
Capital and Coast,2022-03-09,20 to 29,469
Capital and Coast,2022-03-09,30 to 39,343
Capital and Coast,2022-03-09,40 to 49,250
Capital and Coast,2022-03-09,50 to 59,178
Capital and Coast,2022-03-09,60 to 69,94
Capital and Coast,2022-03-09,70 to 79,36
Capital and Coast,2022-03-09,80 to 89,8
Capital and Coast,2022-03-09,90+,1
Capital and Coast,2022-03-10,0 to 9,150
Capital and Coast,2022-03-10,10 to 19,299
Capital and Coast,2022-03-10,20 to 29,396
Capital and Coast,2022-03-10,30 to 39,296
Capital and Coast,2022-03-10,40 to 49,245
Capital and Coast,2022-03-10,50 to 59,163
Capital and Coast,2022-03-10,60 to 69,92
Capital and Coast,2022-03-10,70 to 79,48
Capital and Coast,2022-03-10,80 to 89,7
Capital and Coast,2022-03-10,90+,3
Capital and Coast,2022-03-11,0 to 9,200
Capital and Coast,2022-03-11,10 to 19,291
Capital and Coast,2022-03-11,20 to 29,325
Capital and Coast,2022-03-11,30 to 39,237
Capital and Coast,2022-03-11,40 to 49,210
Capital and Coast,2022-03-11,50 to 59,150
Capital and Coast,2022-03-11,60 to 69,58
Capital and Coast,2022-03-11,70 to 79,36
Capital and Coast,2022-03-11,80 to 89,11
Capital and Coast,2022-03-11,90+,1
Capital and Coast,2022-03-12,0 to 9,147
Capital and Coast,2022-03-12,10 to 19,219
Capital and Coast,2022-03-12,20 to 29,247
Capital and Coast,2022-03-12,30 to 39,202
Capital and Coast,2022-03-12,40 to 49,164
Capital and Coast,2022-03-12,50 to 59,115
Capital and Coast,2022-03-12,60 to 69,53
Capital and Coast,2022-03-12,70 to 79,25
Capital and Coast,2022-03-12,80 to 89,8
Capital and Coast,2022-03-12,90+,1
Capital and Coast,2022-03-13,0 to 9,147
Capital and Coast,2022-03-13,10 to 19,240
Capital and Coast,2022-03-13,20 to 29,233
Capital and Coast,2022-03-13,30 to 39,192
Capital and Coast,2022-03-13,40 to 49,166
Capital and Coast,2022-03-13,50 to 59,125
Capital and Coast,2022-03-13,60 to 69,64
Capital and Coast,2022-03-13,70 to 79,20
Capital and Coast,2022-03-13,80 to 89,5
Capital and Coast,2022-03-13,90+,3
Capital and Coast,2022-03-14,0 to 9,218
Capital and Coast,2022-03-14,10 to 19,298
Capital and Coast,2022-03-14,20 to 29,320
Capital and Coast,2022-03-14,30 to 39,241
Capital and Coast,2022-03-14,40 to 49,238
Capital and Coast,2022-03-14,50 to 59,164
Capital and Coast,2022-03-14,60 to 69,90
Capital and Coast,2022-03-14,70 to 79,33
Capital and Coast,2022-03-14,80 to 89,14
Capital and Coast,2022-03-14,90+,1
Capital and Coast,2022-03-15,0 to 9,169
Capital and Coast,2022-03-15,10 to 19,224
Capital and Coast,2022-03-15,20 to 29,276
Capital and Coast,2022-03-15,30 to 39,211
Capital and Coast,2022-03-15,40 to 49,187
Capital and Coast,2022-03-15,50 to 59,108
Capital and Coast,2022-03-15,60 to 69,62
Capital and Coast,2022-03-15,70 to 79,12
Capital and Coast,2022-03-15,80 to 89,11
Capital and Coast,2022-03-15,90+,1
Counties Manukau,2020-03-04,40 to 49,1
Counties Manukau,2020-03-05,70 to 79,1
Counties Manukau,2020-03-06,40 to 49,1
Counties Manukau,2020-03-12,60 to 69,1
Counties Manukau,2020-03-17,30 to 39,1
Counties Manukau,2020-03-19,40 to 49,1
Counties Manukau,2020-03-21,10 to 19,1
Counties Manukau,2020-03-21,40 to 49,1
Counties Manukau,2020-03-21,60 to 69,2
Counties Manukau,2020-03-22,10 to 19,2
Counties Manukau,2020-03-22,20 to 29,1
Counties Manukau,2020-03-22,40 to 49,2
Counties Manukau,2020-03-22,50 to 59,2
Counties Manukau,2020-03-22,60 to 69,1
Counties Manukau,2020-03-23,30 to 39,1
Counties Manukau,2020-03-24,20 to 29,2
Counties Manukau,2020-03-25,10 to 19,4
Counties Manukau,2020-03-25,60 to 69,1
Counties Manukau,2020-03-26,30 to 39,1
Counties Manukau,2020-03-26,50 to 59,1
Counties Manukau,2020-03-26,60 to 69,1
Counties Manukau,2020-03-27,20 to 29,2
Counties Manukau,2020-03-27,30 to 39,2
Counties Manukau,2020-03-27,40 to 49,1
Counties Manukau,2020-03-27,50 to 59,1
Counties Manukau,2020-03-28,0 to 9,1
Counties Manukau,2020-03-28,30 to 39,1
Counties Manukau,2020-03-28,40 to 49,3
Counties Manukau,2020-03-28,50 to 59,1
Counties Manukau,2020-03-28,60 to 69,1
Counties Manukau,2020-03-29,10 to 19,1
Counties Manukau,2020-03-29,20 to 29,3
Counties Manukau,2020-03-30,0 to 9,1
Counties Manukau,2020-03-30,20 to 29,4
Counties Manukau,2020-03-30,40 to 49,2
Counties Manukau,2020-03-30,50 to 59,1
Counties Manukau,2020-03-30,60 to 69,1
Counties Manukau,2020-03-31,20 to 29,3
Counties Manukau,2020-03-31,30 to 39,3
Counties Manukau,2020-03-31,60 to 69,1
Counties Manukau,2020-04-01,20 to 29,2
Counties Manukau,2020-04-01,60 to 69,3
Counties Manukau,2020-04-02,10 to 19,1
Counties Manukau,2020-04-02,30 to 39,1
Counties Manukau,2020-04-02,50 to 59,2
Counties Manukau,2020-04-02,60 to 69,2
Counties Manukau,2020-04-03,10 to 19,1
Counties Manukau,2020-04-03,20 to 29,3
Counties Manukau,2020-04-03,40 to 49,1
Counties Manukau,2020-04-03,50 to 59,2
Counties Manukau,2020-04-03,60 to 69,1
Counties Manukau,2020-04-04,20 to 29,3
Counties Manukau,2020-04-04,30 to 39,1
Counties Manukau,2020-04-05,10 to 19,1
Counties Manukau,2020-04-05,20 to 29,3
Counties Manukau,2020-04-05,40 to 49,5
Counties Manukau,2020-04-05,50 to 59,1
Counties Manukau,2020-04-06,0 to 9,1
Counties Manukau,2020-04-06,20 to 29,1
Counties Manukau,2020-04-06,30 to 39,2
Counties Manukau,2020-04-06,50 to 59,3
Counties Manukau,2020-04-07,50 to 59,1
Counties Manukau,2020-04-07,60 to 69,1
Counties Manukau,2020-04-08,20 to 29,1
Counties Manukau,2020-04-08,40 to 49,1
Counties Manukau,2020-04-09,10 to 19,2
Counties Manukau,2020-04-09,40 to 49,1
Counties Manukau,2020-04-09,50 to 59,1
Counties Manukau,2020-04-09,60 to 69,1
Counties Manukau,2020-04-10,50 to 59,1
Counties Manukau,2020-04-11,50 to 59,1
Counties Manukau,2020-04-13,20 to 29,1
Counties Manukau,2020-04-14,50 to 59,1
Counties Manukau,2020-04-14,60 to 69,4
Counties Manukau,2020-04-16,60 to 69,2
Counties Manukau,2020-04-16,70 to 79,1
Counties Manukau,2020-04-17,30 to 39,1
Counties Manukau,2020-04-18,70 to 79,2
Counties Manukau,2020-04-19,60 to 69,1
Counties Manukau,2020-04-21,10 to 19,1
Counties Manukau,2020-04-21,40 to 49,1
Counties Manukau,2020-04-22,20 to 29,1
Counties Manukau,2020-04-24,10 to 19,1
Counties Manukau,2020-04-28,40 to 49,1
Counties Manukau,2020-04-29,50 to 59,1
Counties Manukau,2020-05-03,60 to 69,1
Counties Manukau,2020-08-11,0 to 9,1
Counties Manukau,2020-08-11,20 to 29,1
Counties Manukau,2020-08-11,50 to 59,2
Counties Manukau,2020-08-12,0 to 9,2
Counties Manukau,2020-08-12,20 to 29,1
Counties Manukau,2020-08-12,30 to 39,1
Counties Manukau,2020-08-12,40 to 49,1
Counties Manukau,2020-08-12,50 to 59,3
Counties Manukau,2020-08-12,60 to 69,1
Counties Manukau,2020-08-13,10 to 19,1
Counties Manukau,2020-08-13,20 to 29,1
Counties Manukau,2020-08-13,30 to 39,2
Counties Manukau,2020-08-13,40 to 49,1
Counties Manukau,2020-08-13,50 to 59,2
Counties Manukau,2020-08-14,60 to 69,1
Counties Manukau,2020-08-15,0 to 9,1
Counties Manukau,2020-08-15,10 to 19,1
Counties Manukau,2020-08-15,20 to 29,2
Counties Manukau,2020-08-15,50 to 59,1
Counties Manukau,2020-08-15,60 to 69,1
Counties Manukau,2020-08-16,40 to 49,1
Counties Manukau,2020-08-16,50 to 59,3
Counties Manukau,2020-08-17,10 to 19,1
Counties Manukau,2020-08-17,20 to 29,1
Counties Manukau,2020-08-17,30 to 39,2
Counties Manukau,2020-08-17,40 to 49,1
Counties Manukau,2020-08-17,50 to 59,1
Counties Manukau,2020-08-18,0 to 9,1
Counties Manukau,2020-08-18,20 to 29,1
Counties Manukau,2020-08-18,30 to 39,2
Counties Manukau,2020-08-19,10 to 19,1
Counties Manukau,2020-08-20,10 to 19,1
Counties Manukau,2020-08-20,40 to 49,1
Counties Manukau,2020-08-20,50 to 59,1
Counties Manukau,2020-08-21,10 to 19,1
Counties Manukau,2020-08-21,20 to 29,2
Counties Manukau,2020-08-21,30 to 39,1
Counties Manukau,2020-08-21,50 to 59,1
Counties Manukau,2020-08-23,0 to 9,1
Counties Manukau,2020-08-23,20 to 29,2
Counties Manukau,2020-08-23,40 to 49,1
Counties Manukau,2020-08-23,50 to 59,1
Counties Manukau,2020-08-24,10 to 19,1
Counties Manukau,2020-08-24,70 to 79,1
Counties Manukau,2020-08-25,10 to 19,1
Counties Manukau,2020-08-27,20 to 29,1
Counties Manukau,2020-08-28,0 to 9,3
Counties Manukau,2020-08-28,10 to 19,1
Counties Manukau,2020-08-28,40 to 49,1
Counties Manukau,2020-08-29,20 to 29,1
Counties Manukau,2020-08-29,30 to 39,1
Counties Manukau,2020-08-30,50 to 59,1
Counties Manukau,2020-08-31,10 to 19,1
Counties Manukau,2020-09-01,10 to 19,3
Counties Manukau,2020-09-01,30 to 39,1
Counties Manukau,2020-09-02,20 to 29,1
Counties Manukau,2020-09-03,10 to 19,2
Counties Manukau,2020-09-04,30 to 39,1
Counties Manukau,2020-09-08,0 to 9,1
Counties Manukau,2020-09-10,30 to 39,1
Counties Manukau,2020-09-13,0 to 9,1
Counties Manukau,2020-09-19,10 to 19,1
Counties Manukau,2020-09-19,30 to 39,1
Counties Manukau,2020-09-21,30 to 39,1
Counties Manukau,2020-10-21,40 to 49,1
Counties Manukau,2020-11-14,20 to 29,1
Counties Manukau,2021-02-13,10 to 19,1
Counties Manukau,2021-02-13,30 to 39,1
Counties Manukau,2021-02-14,40 to 49,1
Counties Manukau,2021-02-16,10 to 19,1
Counties Manukau,2021-02-17,10 to 19,1
Counties Manukau,2021-02-17,40 to 49,1
Counties Manukau,2021-02-19,40 to 49,1
Counties Manukau,2021-02-21,10 to 19,1
Counties Manukau,2021-02-23,0 to 9,1
Counties Manukau,2021-02-23,10 to 19,2
Counties Manukau,2021-02-26,10 to 19,1
Counties Manukau,2021-02-27,20 to 29,1
Counties Manukau,2021-02-27,40 to 49,1
Counties Manukau,2021-02-28,40 to 49,1
Counties Manukau,2021-08-19,20 to 29,2
Counties Manukau,2021-08-19,50 to 59,1
Counties Manukau,2021-08-20,10 to 19,2
Counties Manukau,2021-08-20,20 to 29,4
Counties Manukau,2021-08-20,50 to 59,1
Counties Manukau,2021-08-20,60 to 69,1
Counties Manukau,2021-08-21,10 to 19,3
Counties Manukau,2021-08-21,20 to 29,1
Counties Manukau,2021-08-21,30 to 39,2
